uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
GO,OUTRAS,HOSPITAL,"40 - 49",M,10
GO,OUTRAS,IGNORADO,"40 - 49",M,1
GO,OUTRAS,OUTRO,"40 - 49",M,3
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
GO,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
GO,COVID,HOSPITAL,"40 - 49",F,4
GO,COVID,HOSPITAL,"40 - 49",M,5
GO,INDETERMINADA,HOSPITAL,"40 - 49",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
GO,PNEUMONIA,HOSPITAL,"40 - 49",F,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
GO,SEPTICEMIA,HOSPITAL,"40 - 49",F,5
GO,SEPTICEMIA,HOSPITAL,"40 - 49",M,5
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MA,OUTRAS,DOMICILIO,"40 - 49",M,4
MA,OUTRAS,HOSPITAL,"40 - 49",F,6
MA,OUTRAS,HOSPITAL,"40 - 49",M,8
MA,COVID,HOSPITAL,"40 - 49",M,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
MA,PNEUMONIA,HOSPITAL,"40 - 49",F,1
MG,OUTRAS,DOMICILIO,"40 - 49",F,4
MG,OUTRAS,DOMICILIO,"40 - 49",M,13
MG,OUTRAS,HOSPITAL,"40 - 49",F,14
MG,OUTRAS,HOSPITAL,"40 - 49",M,15
MG,OUTRAS,IGNORADO,"40 - 49",F,1
MG,OUTRAS,OUTRO,"40 - 49",M,4
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,11
MG,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
MG,COVID,HOSPITAL,"40 - 49",F,4
MG,COVID,HOSPITAL,"40 - 49",M,11
MG,COVID,IGNORADO,"40 - 49",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
MG,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MG,INDETERMINADA,HOSPITAL,"40 - 49",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MG,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MG,PNEUMONIA,HOSPITAL,"40 - 49",F,1
MG,PNEUMONIA,HOSPITAL,"40 - 49",M,6
MG,PNEUMONIA,IGNORADO,"40 - 49",M,1
MG,SEPTICEMIA,HOSPITAL,"40 - 49",F,3
MG,SEPTICEMIA,HOSPITAL,"40 - 49",M,8
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MS,OUTRAS,DOMICILIO,"40 - 49",F,2
MS,OUTRAS,HOSPITAL,"40 - 49",F,4
MS,OUTRAS,HOSPITAL,"40 - 49",M,3
MS,COVID,HOSPITAL,"40 - 49",F,5
MS,COVID,HOSPITAL,"40 - 49",M,7
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
MS,PNEUMONIA,HOSPITAL,"40 - 49",F,2
MS,PNEUMONIA,HOSPITAL,"40 - 49",M,3
MS,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
MS,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
MT,OUTRAS,DOMICILIO,"40 - 49",F,1
MT,OUTRAS,DOMICILIO,"40 - 49",M,3
MT,OUTRAS,HOSPITAL,"40 - 49",F,2
MT,OUTRAS,HOSPITAL,"40 - 49",M,1
MT,OUTRAS,IGNORADO,"40 - 49",F,1
MT,OUTRAS,IGNORADO,"40 - 49",M,2
MT,COVID,HOSPITAL,"40 - 49",F,2
MT,COVID,HOSPITAL,"40 - 49",M,2
MT,COVID,IGNORADO,"40 - 49",F,1
MT,COVID,IGNORADO,"40 - 49",M,2
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,2
MT,PNEUMONIA,HOSPITAL,"40 - 49",M,1
MT,PNEUMONIA,IGNORADO,"40 - 49",M,1
MT,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
MT,SEPTICEMIA,IGNORADO,"40 - 49",M,3
PA,OUTRAS,DOMICILIO,"40 - 49",F,2
PA,OUTRAS,DOMICILIO,"40 - 49",M,2
PA,OUTRAS,HOSPITAL,"40 - 49",F,2
PA,OUTRAS,HOSPITAL,"40 - 49",M,6
PA,OUTRAS,OUTRO,"40 - 49",M,1
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PA,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
PA,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
PA,COVID,HOSPITAL,"40 - 49",M,3
PA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PA,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PA,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
PA,SRAG,HOSPITAL,"40 - 49",F,2
PB,OUTRAS,DOMICILIO,"40 - 49",F,2
PB,OUTRAS,DOMICILIO,"40 - 49",M,7
PB,OUTRAS,HOSPITAL,"40 - 49",F,5
PB,OUTRAS,HOSPITAL,"40 - 49",M,4
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PB,COVID,HOSPITAL,"40 - 49",M,3
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
PB,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PB,SEPTICEMIA,HOSPITAL,"40 - 49",F,2
PB,SEPTICEMIA,HOSPITAL,"40 - 49",M,2
PE,OUTRAS,DOMICILIO,"40 - 49",F,3
PE,OUTRAS,DOMICILIO,"40 - 49",M,11
PE,OUTRAS,HOSPITAL,"40 - 49",F,20
PE,OUTRAS,HOSPITAL,"40 - 49",M,16
PE,OUTRAS,OUTRO,"40 - 49",F,1
PE,OUTRAS,OUTRO,"40 - 49",M,4
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PE,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
PE,COVID,HOSPITAL,"40 - 49",F,7
PE,COVID,HOSPITAL,"40 - 49",M,6
PE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
PE,PNEUMONIA,HOSPITAL,"40 - 49",F,1
PE,PNEUMONIA,HOSPITAL,"40 - 49",M,1
PE,SEPTICEMIA,HOSPITAL,"40 - 49",F,3
PE,SEPTICEMIA,HOSPITAL,"40 - 49",M,5
PE,SRAG,HOSPITAL,"40 - 49",F,1
PE,SRAG,HOSPITAL,"40 - 49",M,2
PI,OUTRAS,HOSPITAL,"40 - 49",M,1
PI,OUTRAS,OUTRO,"40 - 49",M,1
PR,OUTRAS,DOMICILIO,"40 - 49",F,7
PR,OUTRAS,DOMICILIO,"40 - 49",M,12
PR,OUTRAS,HOSPITAL,"40 - 49",F,15
PR,OUTRAS,HOSPITAL,"40 - 49",M,19
PR,OUTRAS,OUTRO,"40 - 49",M,3
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
PR,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
PR,COVID,DOMICILIO,"40 - 49",M,1
PR,COVID,HOSPITAL,"40 - 49",F,11
PR,COVID,HOSPITAL,"40 - 49",M,11
PR,INDETERMINADA,HOSPITAL,"40 - 49",M,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,4
PR,PNEUMONIA,DOMICILIO,"40 - 49",M,1
PR,PNEUMONIA,HOSPITAL,"40 - 49",M,6
PR,SEPTICEMIA,HOSPITAL,"40 - 49",F,6
PR,SEPTICEMIA,HOSPITAL,"40 - 49",M,4
RJ,OUTRAS,DOMICILIO,"40 - 49",F,13
RJ,OUTRAS,DOMICILIO,"40 - 49",M,26
RJ,OUTRAS,HOSPITAL,"40 - 49",F,24
RJ,OUTRAS,HOSPITAL,"40 - 49",M,36
RJ,OUTRAS,IGNORADO,"40 - 49",F,1
RJ,OUTRAS,OUTRO,"40 - 49",F,1
RJ,OUTRAS,OUTRO,"40 - 49",M,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,9
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
RJ,OUTRAS,VIA_PUBLICA,"40 - 49",M,4
RJ,COVID,DOMICILIO,"40 - 49",M,2
RJ,COVID,HOSPITAL,"40 - 49",F,30
RJ,COVID,HOSPITAL,"40 - 49",M,31
RJ,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RJ,INDETERMINADA,DOMICILIO,"40 - 49",F,1
RJ,INDETERMINADA,DOMICILIO,"40 - 49",M,2
RJ,INDETERMINADA,HOSPITAL,"40 - 49",F,1
RJ,INDETERMINADA,HOSPITAL,"40 - 49",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,4
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RJ,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RJ,PNEUMONIA,HOSPITAL,"40 - 49",F,10
RJ,PNEUMONIA,HOSPITAL,"40 - 49",M,7
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",F,9
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",M,6
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RJ,SRAG,HOSPITAL,"40 - 49",M,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RN,OUTRAS,DOMICILIO,"40 - 49",F,2
RN,OUTRAS,HOSPITAL,"40 - 49",F,2
RN,OUTRAS,HOSPITAL,"40 - 49",M,1
RN,COVID,HOSPITAL,"40 - 49",F,1
RN,COVID,HOSPITAL,"40 - 49",M,1
RN,PNEUMONIA,HOSPITAL,"40 - 49",M,2
RN,SEPTICEMIA,OUTRO,"40 - 49",M,1
RO,OUTRAS,DOMICILIO,"40 - 49",F,1
RO,OUTRAS,DOMICILIO,"40 - 49",M,2
RO,OUTRAS,HOSPITAL,"40 - 49",F,2
RO,OUTRAS,HOSPITAL,"40 - 49",M,1
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RO,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
RO,COVID,HOSPITAL,"40 - 49",F,3
RO,COVID,HOSPITAL,"40 - 49",M,2
RO,PNEUMONIA,HOSPITAL,"40 - 49",M,1
RO,PNEUMONIA,VIA_PUBLICA,"40 - 49",F,1
RO,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RR,OUTRAS,DOMICILIO,"40 - 49",M,1
RR,OUTRAS,HOSPITAL,"40 - 49",F,2
RR,OUTRAS,HOSPITAL,"40 - 49",M,2
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
RS,OUTRAS,DOMICILIO,"40 - 49",F,1
RS,OUTRAS,DOMICILIO,"40 - 49",M,14
RS,OUTRAS,HOSPITAL,"40 - 49",F,20
RS,OUTRAS,HOSPITAL,"40 - 49",I,1
RS,OUTRAS,HOSPITAL,"40 - 49",M,22
RS,OUTRAS,OUTRO,"40 - 49",M,2
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
RS,OUTRAS,VIA_PUBLICA,"40 - 49",M,2
RS,COVID,HOSPITAL,"40 - 49",F,13
RS,COVID,HOSPITAL,"40 - 49",M,11
RS,COVID,IGNORADO,"40 - 49",F,1
RS,COVID,IGNORADO,"40 - 49",M,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,INDETERMINADA,DOMICILIO,"40 - 49",M,1
RS,INDETERMINADA,OUTRO,"40 - 49",M,1
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
RS,PNEUMONIA,DOMICILIO,"40 - 49",M,1
RS,PNEUMONIA,HOSPITAL,"40 - 49",F,3
RS,PNEUMONIA,HOSPITAL,"40 - 49",M,9
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RS,SEPTICEMIA,HOSPITAL,"40 - 49",F,5
RS,SEPTICEMIA,HOSPITAL,"40 - 49",M,8
SC,OUTRAS,DOMICILIO,"40 - 49",F,1
SC,OUTRAS,DOMICILIO,"40 - 49",M,6
SC,OUTRAS,HOSPITAL,"40 - 49",F,6
SC,OUTRAS,HOSPITAL,"40 - 49",M,9
SC,OUTRAS,OUTRO,"40 - 49",M,2
SC,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
SC,COVID,HOSPITAL,"40 - 49",F,1
SC,COVID,HOSPITAL,"40 - 49",M,8
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,1
SC,PNEUMONIA,HOSPITAL,"40 - 49",F,2
SC,PNEUMONIA,HOSPITAL,"40 - 49",M,1
SC,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
SC,SEPTICEMIA,HOSPITAL,"40 - 49",F,5
SC,SEPTICEMIA,HOSPITAL,"40 - 49",M,3
SE,OUTRAS,HOSPITAL,"40 - 49",F,3
SE,OUTRAS,HOSPITAL,"40 - 49",M,2
SE,COVID,HOSPITAL,"40 - 49",M,3
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
SE,PNEUMONIA,HOSPITAL,"40 - 49",F,1
SE,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
SP,OUTRAS,DOMICILIO,"40 - 49",F,9
SP,OUTRAS,DOMICILIO,"40 - 49",M,36
SP,OUTRAS,HOSPITAL,"40 - 49",F,57
SP,OUTRAS,HOSPITAL,"40 - 49",M,71
SP,OUTRAS,OUTRO,"40 - 49",F,4
SP,OUTRAS,OUTRO,"40 - 49",M,10
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,9
SP,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
SP,OUTRAS,VIA_PUBLICA,"40 - 49",M,6
SP,COVID,HOSPITAL,"40 - 49",F,25
SP,COVID,HOSPITAL,"40 - 49",M,37
SP,COVID,IGNORADO,"40 - 49",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SP,INDETERMINADA,DOMICILIO,"40 - 49",F,1
SP,INDETERMINADA,DOMICILIO,"40 - 49",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,18
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,11
SP,PNEUMONIA,DOMICILIO,"40 - 49",F,1
SP,PNEUMONIA,HOSPITAL,"40 - 49",F,16
SP,PNEUMONIA,HOSPITAL,"40 - 49",M,17
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SP,SEPTICEMIA,HOSPITAL,"40 - 49",F,16
SP,SEPTICEMIA,HOSPITAL,"40 - 49",M,20
SP,SRAG,HOSPITAL,"40 - 49",F,1
TO,OUTRAS,DOMICILIO,"40 - 49",F,1
TO,OUTRAS,DOMICILIO,"40 - 49",M,1
TO,OUTRAS,HOSPITAL,"40 - 49",F,1
TO,OUTRAS,HOSPITAL,"40 - 49",M,2
TO,OUTRAS,OUTRO,"40 - 49",F,1
TO,OUTRAS,OUTRO,"40 - 49",M,1
TO,OUTRAS,VIA_PUBLICA,"40 - 49",M,1
TO,COVID,HOSPITAL,"40 - 49",M,1
TO,SEPTICEMIA,HOSPITAL,"40 - 49",M,1
TO,SEPTICEMIA,OUTRO,"40 - 49",M,1
AC,OUTRAS,DOMICILIO,"50 - 59",M,1
AC,OUTRAS,HOSPITAL,"50 - 59",F,1
AC,OUTRAS,HOSPITAL,"50 - 59",M,6
AC,COVID,HOSPITAL,"50 - 59",F,1
AC,COVID,HOSPITAL,"50 - 59",M,3
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
AC,SEPTICEMIA,HOSPITAL,"50 - 59",M,1
AC,SRAG,HOSPITAL,"50 - 59",F,1
AL,OUTRAS,DOMICILIO,"50 - 59",F,1
AL,OUTRAS,DOMICILIO,"50 - 59",M,9
AL,OUTRAS,HOSPITAL,"50 - 59",F,5
AL,OUTRAS,HOSPITAL,"50 - 59",M,9
AL,COVID,HOSPITAL,"50 - 59",F,4
AL,COVID,HOSPITAL,"50 - 59",M,4
AL,INDETERMINADA,OUTRO,"50 - 59",M,1
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
AL,PNEUMONIA,HOSPITAL,"50 - 59",F,4
AL,PNEUMONIA,HOSPITAL,"50 - 59",M,2
AL,SEPTICEMIA,HOSPITAL,"50 - 59",F,3
AL,SEPTICEMIA,HOSPITAL,"50 - 59",M,2
AM,OUTRAS,DOMICILIO,"50 - 59",F,5
AM,OUTRAS,DOMICILIO,"50 - 59",M,6
AM,OUTRAS,HOSPITAL,"50 - 59",F,5
AM,OUTRAS,HOSPITAL,"50 - 59",M,6
AM,OUTRAS,OUTRO,"50 - 59",M,1
AM,COVID,DOMICILIO,"50 - 59",M,2
AM,COVID,HOSPITAL,"50 - 59",F,16
AM,COVID,HOSPITAL,"50 - 59",M,22
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
AM,PNEUMONIA,HOSPITAL,"50 - 59",F,1
AM,PNEUMONIA,HOSPITAL,"50 - 59",M,2
AM,SEPTICEMIA,HOSPITAL,"50 - 59",F,2
AM,SEPTICEMIA,HOSPITAL,"50 - 59",M,2
AM,SRAG,HOSPITAL,"50 - 59",F,3
AM,SRAG,HOSPITAL,"50 - 59",M,3
AP,COVID,HOSPITAL,"50 - 59",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
BA,OUTRAS,DOMICILIO,"50 - 59",F,12
BA,OUTRAS,DOMICILIO,"50 - 59",M,28
BA,OUTRAS,HOSPITAL,"50 - 59",F,21
BA,OUTRAS,HOSPITAL,"50 - 59",M,28
BA,OUTRAS,OUTRO,"50 - 59",F,1
BA,OUTRAS,OUTRO,"50 - 59",M,3
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
BA,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
BA,COVID,HOSPITAL,"50 - 59",F,6
BA,COVID,HOSPITAL,"50 - 59",M,19
BA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,7
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,8
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
BA,PNEUMONIA,HOSPITAL,"50 - 59",F,1
BA,PNEUMONIA,HOSPITAL,"50 - 59",M,6
BA,SEPTICEMIA,HOSPITAL,"50 - 59",F,7
BA,SEPTICEMIA,HOSPITAL,"50 - 59",M,8
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
BA,SRAG,HOSPITAL,"50 - 59",M,1
CE,OUTRAS,DOMICILIO,"50 - 59",F,1
CE,OUTRAS,DOMICILIO,"50 - 59",M,8
CE,OUTRAS,HOSPITAL,"50 - 59",F,11
CE,OUTRAS,HOSPITAL,"50 - 59",M,10
CE,OUTRAS,IGNORADO,"50 - 59",F,1
CE,OUTRAS,IGNORADO,"50 - 59",M,4
CE,OUTRAS,OUTRO,"50 - 59",F,1
CE,OUTRAS,OUTRO,"50 - 59",M,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
CE,COVID,DOMICILIO,"50 - 59",M,1
CE,COVID,HOSPITAL,"50 - 59",F,1
CE,COVID,HOSPITAL,"50 - 59",M,10
CE,COVID,IGNORADO,"50 - 59",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,3
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,2
CE,PNEUMONIA,DOMICILIO,"50 - 59",M,2
CE,PNEUMONIA,HOSPITAL,"50 - 59",F,4
CE,PNEUMONIA,HOSPITAL,"50 - 59",M,5
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
CE,SEPTICEMIA,HOSPITAL,"50 - 59",F,5
CE,SEPTICEMIA,HOSPITAL,"50 - 59",M,4
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
DF,OUTRAS,DOMICILIO,"50 - 59",M,3
DF,OUTRAS,HOSPITAL,"50 - 59",F,9
DF,OUTRAS,HOSPITAL,"50 - 59",M,16
DF,OUTRAS,OUTRO,"50 - 59",F,1
DF,OUTRAS,OUTRO,"50 - 59",M,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
DF,OUTRAS,VIA_PUBLICA,"50 - 59",M,2
DF,COVID,HOSPITAL,"50 - 59",F,3
DF,COVID,HOSPITAL,"50 - 59",M,4
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
DF,PNEUMONIA,HOSPITAL,"50 - 59",M,5
DF,SEPTICEMIA,HOSPITAL,"50 - 59",F,3
DF,SEPTICEMIA,HOSPITAL,"50 - 59",M,3
ES,OUTRAS,DOMICILIO,"50 - 59",F,3
ES,OUTRAS,DOMICILIO,"50 - 59",M,8
ES,OUTRAS,HOSPITAL,"50 - 59",F,10
ES,OUTRAS,HOSPITAL,"50 - 59",M,24
ES,OUTRAS,OUTRO,"50 - 59",F,1
ES,OUTRAS,OUTRO,"50 - 59",M,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
ES,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
ES,COVID,DOMICILIO,"50 - 59",M,1
ES,COVID,HOSPITAL,"50 - 59",F,16
ES,COVID,HOSPITAL,"50 - 59",M,15
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
ES,PNEUMONIA,DOMICILIO,"50 - 59",F,1
ES,PNEUMONIA,DOMICILIO,"50 - 59",M,1
ES,PNEUMONIA,HOSPITAL,"50 - 59",F,5
ES,PNEUMONIA,HOSPITAL,"50 - 59",M,3
ES,SEPTICEMIA,HOSPITAL,"50 - 59",F,4
ES,SEPTICEMIA,HOSPITAL,"50 - 59",M,3
ES,SRAG,HOSPITAL,"50 - 59",F,2
GO,OUTRAS,DOMICILIO,"50 - 59",F,3
GO,OUTRAS,DOMICILIO,"50 - 59",M,10
GO,OUTRAS,HOSPITAL,"50 - 59",F,2
GO,OUTRAS,HOSPITAL,"50 - 59",M,16
GO,OUTRAS,OUTRO,"50 - 59",F,1
GO,OUTRAS,OUTRO,"50 - 59",M,3
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,6
GO,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
GO,OUTRAS,VIA_PUBLICA,"50 - 59",M,2
GO,COVID,HOSPITAL,"50 - 59",F,4
